1,1073742953,Giọt Nước Mắt Vô Vọng,Đàm Vĩnh Hưng,Duy Mạnh,Giải Thoát Vol. 9,http://10.30.65.100:8087/1f4518451001f95fa010/8560191254095141560
1,1073742958,Tình Nhớ,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/cde6874f1d0bf455ad1a/8887036255275532627
1,1073742962,Biển Nhớ,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/7d652fccb5885cd60599/4549763613048494089
1,1073742963,Em Đi Bỏ Lại Con Đường,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/905c73b07af493aacae5/7573082263939498406
1,1073742965,Gọi Tên Bốn Mùa,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/246d86c41c80f5deac91/5654476833387659937
1,1073742966,Hạ Trắng,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/1d2bbb8221c6c89891d7/3423173382047952334
1,1073742967,Một Cõi Đi Về,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/ee1956b0ccf425aa7ce5/8609208136766750509
1,1073742968,Nắng Thủy Tinh,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/9efe2257b813514d0802/2908988930443593954
1,1073742969,Phôi Pha,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/94271f8e85ca6c9435db/3361958196450110001
1,1073742972,Đêm Thấy Ta Là Thác Đổ,Đàm Vĩnh Hưng,Trịnh Công Sơn,Phôi Pha,http://10.30.65.100:8087/f8f87751ed15044b5d04/6285898424002167754
1,1073742994,Thu Hát Cho Người,Đàm Vĩnh Hưng,Vũ Đức Sao Biển,Hoa Học Trò,http://10.30.65.100:8087/741cf8b562f18bafd2e0/6123416102893570575
1,1073743101,Người Con Gái Sông La,Anh Thơ,Dzoãn Nho,Tình Em,http://10.30.65.100:8087/007aa2d73893d1cd8882/4930304982070654327
1,1073743103,Hà Nội - Huế - Sài Gòn,Anh Thơ,Hoàng Vân,Tình Em,http://10.30.65.100:8087/5d099aa400e0e9beb0f1/9014016936996171908
1,1073743111,"Dòng Sông Quê Anh, Dòng Sông Quê Em","Anh Thơ, Việt Hoàn",Đoàn Bổng,Một Dòng Nghiêng Soi,http://10.30.65.100:8087/c4d3b6d51191f8cfa180/3373777603930267136
1,1073743114,Mưa Rơi,Anh Thơ,Trần Hoàn,Một Dòng Nghiêng Soi,http://10.30.65.100:8087/cf82142f8e6b67353e7a/8584966612743542572
1,1073743132,Xuân Và Tuổi Trẻ,Ánh Tuyết,La Hối,Cung Đàn Xưa,http://10.30.65.100:8087/a7408cec16a8fff6a6b9/1346517661770246515
1,1073743133,Đêm Tàn Bến Ngự,Ánh Tuyết,Dương Thiệu Tước,Cung Đàn Xưa,http://10.30.65.100:8087/ef6adac64082a9dcf093/5782262979959937526
1,1073743134,Bóng Chiều Xưa,Ánh Tuyết,Dương Thiệu Tước,Cung Đàn Xưa,http://10.30.65.100:8087/fe84f4286e6c8732de7d/7613892771439494792
1,1073743136,Nụ Cười Sơn Cước,Ánh Tuyết,Tô Hải,Cung Đàn Xưa,http://10.30.65.100:8087/e7385294c8d0218e78c1/9087664587600911589
1,1073743139,Sơn Nữ Ca,Ánh Tuyết,Trần Hoàn,Cung Đàn Xưa,http://10.30.65.100:8087/7ba64705dd41341f6d50/2555473852115015287
1,1073743140,Buồn Tàn Thu,Ánh Tuyết,Văn Cao,Cung Đàn Xưa,http://10.30.65.100:8087/0e5a16f98cbd65e33cac/3308946229372654594
1,1073743141,Cung Đàn Xưa,Ánh Tuyết,Văn Cao,Cung Đàn Xưa,http://10.30.65.100:8087/1c727cd0e6940fca5685/6217410980000308346
1,1073743142,Cùng Một Kiếp Hoa,Ánh Tuyết,Võ Đức Phấn,Bến Cũ,http://10.30.65.100:8087/f9a186031c47f519ac56/6300900742677946856
1,1073743143,Tan Tác,Ánh Tuyết,Tu My,Bến Cũ,http://10.30.65.100:8087/4f2c2e8eb4ca5d9404db/1769708849255638329
1,1073743144,Mưa Rơi,Ánh Tuyết,Ưng Lang,Bến Cũ,http://10.30.65.100:8087/500c0dae97ea7eb427fb/1161949850704129474
1,1073743145,Gái Xuân,Ánh Tuyết,Từ Vũ,Bến Cũ,http://10.30.65.100:8087/88f72055ba11534f0a00/4211095306139131486
1,1073743147,Ước Hẹn Chiều Thu,Ánh Tuyết,Dương Thiệu Tước,Bến Cũ,http://10.30.65.100:8087/5e5bfbf961bd88e3d1ac/8749489442773270133
1,1073743148,Bức Họa Đồng Quê,Ánh Tuyết,Văn Phụng,Bến Cũ,http://10.30.65.100:8087/6879d8db429fabc1f28e/6536049383656540380
1,1073743149,Trăng Mờ Bên Suối,Ánh Tuyết,Lê Mộng Nguyên,Bến Cũ,http://10.30.65.100:8087/d89d6d3ff77b1e25476a/188106845751642955
1,1073743150,Con Thuyền Không Bến,Ánh Tuyết,Đặng Thế Phong,Bến Cũ,http://10.30.65.100:8087/5d3bd4994edda783fecc/5962115312604316120
1,1073743152,Hát Cho Yêu Thương,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/6cabf5096f4d8613df5c/1185529523339399154
1,1073743153,Tình Quê,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/5ba7b7052d41c41f9d50/1569524458922365004
1,1073743154,Đêm Giao Thừa,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/b51b4cb9d6fd3fa366ec/5967695368258191940
1,1073743155,Bên Trời Quê Cũ,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/f63e0b9c91d8788621c9/2766320019929267141
1,1073743156,Bầy Chim Xưa Đã Trở Về,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/7d24b1862bc2c29c9bd3/8865653740902604338
1,1073743157,Con Suối Ngây Thơ,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/ff4d32efa8ab41f518ba/8770961608583430496
1,1073743158,Lời Đêm,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/31e7ed4577019e5fc710/5522428677769480011
1,1073743159,Tìm Nhau Nơi Chân Trời,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/c24e12ec88a861f638b9/1443270460659678766
1,1073743160,Vẫn Có Nhau Khi Mưa Về,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/7f355694ccd0258e7cc1/2767037023999220248
1,1073743161,Vạt Nắng Trong Chiều,Ánh Tuyết,Phan Bá Chức,Hát Cho Yêu Thương ,http://10.30.65.100:8087/9af4bf552511cc4f9500/694449635414082601
1,1073743162,Tuổi Thơ,Ánh Tuyết,Lê Thương,Thằng Cuội,http://10.30.65.100:8087/e80defac75e89cb6c5f9/1513984432072731690
1,1073743163,Đàn Bao Tuổi Rồi,Ánh Tuyết,Lê Thương,Thằng Cuội,http://10.30.65.100:8087/4c0057a1cde524bb7df4/6110658799099451273
1,1073743165,Thu Trên Đảo Kinh Châu,Ánh Tuyết,Lê Thương,Thằng Cuội,http://10.30.65.100:8087/2b6a39cba38f4ad1139e/8706341662671926099
1,1073743166,Thằng Cuội,Ánh Tuyết,Lê Thương,Thằng Cuội,http://10.30.65.100:8087/d7ade641ef05065b5f14/3333326738966771394
1,1073743167,Đàn Tình Xưa,Ánh Tuyết,Lê Thương,Thằng Cuội,http://10.30.65.100:8087/3f905d31c7752e2b7764/7707776029145551088
1,1073743168,Hòn Vọng Phu 1,Ánh Tuyết,Lê Thương,Thằng Cuội,http://10.30.65.100:8087/43b7705b791f9041c90e/3215721408900501720
