1,30,1073741948,Một Hình Dung,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/420e56a95fedb6b3effc/7042916550205876984,http://lorempixel.com/400/200/nightlife/6
1,9,1073741949,Mùa Thu,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/c554d2f3dbb732e96ba6/7381800600753964250,http://lorempixel.com/400/200/nightlife/7
1,9,1073741951,Mười Nghìn Ngọn Nến,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/da03cca4c5e02cbe75f1/7398518007702120497,http://lorempixel.com/400/200/nightlife/8
1,9,1073741955,Người Nói,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/633465226d668438dd77/5275399312447682521,http://lorempixel.com/400/200/nightlife/9
1,30,1073741957,Tấm Lòng Trinh,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/05290c8e05caec94b5db/217107257457499365,http://lorempixel.com/400/200/nightlife/10
1,30,1073741963,Trái Tim Biết Khóc,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/2a6522c22b86c2d89b97/3016044969574963545,http://lorempixel.com/400/200/nightlife/1
1,30,1073741965,Vĩnh Biệt Màu Xanh,Những Ca Khúc Thành Công Nhất,http://10.30.65.100:8087/3a1531b238f6d1a888e7/1496479577269104343,http://lorempixel.com/400/200/nightlife/2
1,27,1073742065,Mưa Nửa Đêm,Khúc Tình Xưa,http://10.30.65.100:8087/da39e0b4e9f000ae59e1/8714627687646844487,http://lorempixel.com/400/200/nightlife/3
1,18,1073742108,Huyền Thoại Nàng Tô Thị,Bình Minh Sẽ Mang Em Đi Vol. 2,http://10.30.65.100:8087/28b519b511f1f8afa1e0/8379242862041790523,http://lorempixel.com/400/200/nightlife/4
1,17,1073742114,Lời Cha,Một Trái Tim Tình Si Vol. 3,http://10.30.65.100:8087/104e234e2b0ac2549b1b/719256420169754471,http://lorempixel.com/400/200/nightlife/5
1,5,1073742231,Bài Hát Ru Mùa Xuân,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/35f752fe5abab3e4eaab/2129983601980395947,http://lorempixel.com/400/200/nightlife/6
2,5,1073742231,Bài Hát Ru Mùa Xuân,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/35f752fe5abab3e4eaab/2129983601980395947,http://lorempixel.com/400/200/nightlife/7
1,11,1073742232,Cô Tấm Ngày Nay,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/ee91e94173059a5bc314/2650740819882521609,http://lorempixel.com/400/200/nightlife/8
2,11,1073742232,Cô Tấm Ngày Nay,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/ee91e94173059a5bc314/2650740819882521609,http://lorempixel.com/400/200/nightlife/9
1,11,1073742236,Để Tôi Lắng Nghe,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/d8ba80b388f761a938e6/6877909924417642311,http://lorempixel.com/400/200/nightlife/10
2,11,1073742236,Để Tôi Lắng Nghe,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/d8ba80b388f761a938e6/6877909924417642311,http://lorempixel.com/400/200/nightlife/1
1,5,1073742237,Hơi Thở Mùa Xuân,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/134e4a474203ab5df212/5266770264407681715,http://lorempixel.com/400/200/nightlife/2
2,5,1073742237,Hơi Thở Mùa Xuân,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/134e4a474203ab5df212/5266770264407681715,http://lorempixel.com/400/200/nightlife/3
1,11,1073742242,Điều Không Thế Mất,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/b9a4e3adebe902b75bf8/3092033270692658773,http://lorempixel.com/400/200/nightlife/4
2,11,1073742242,Điều Không Thế Mất,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/b9a4e3adebe902b75bf8/3092033270692658773,http://lorempixel.com/400/200/nightlife/5
1,5,1073742244,Họa Mi Hót Trong Mưa,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/49f412fd1ab9f3e7aaa8/8085945229639537854,http://lorempixel.com/400/200/nightlife/6
2,5,1073742244,Họa Mi Hót Trong Mưa,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/49f412fd1ab9f3e7aaa8/8085945229639537854,http://lorempixel.com/400/200/nightlife/7
1,11,1073742246,Đảo Mùa Xuân,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/1805440c4c48a516fc59/6039572684847452490,http://lorempixel.com/400/200/nightlife/8
2,11,1073742246,Đảo Mùa Xuân,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/1805440c4c48a516fc59/6039572684847452490,http://lorempixel.com/400/200/nightlife/9
1,11,1073742250,Quà Tặng Trái Tim,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/72352f3c2778ce269769/8300852695306151464,http://lorempixel.com/400/200/nightlife/10
2,11,1073742250,Quà Tặng Trái Tim,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/72352f3c2778ce269769/8300852695306151464,http://lorempixel.com/400/200/nightlife/1
1,11,1073742255,Tạm Biệt,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/a436fa3ff27b1b25426a/392550845384634561,http://lorempixel.com/400/200/nightlife/2
2,11,1073742255,Tạm Biệt,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/a436fa3ff27b1b25426a/392550845384634561,http://lorempixel.com/400/200/nightlife/3
1,5,1073742258,Tháng Tư Về,Họa Mi Hót Trong Mưa,http://10.30.65.100:8087/c9b296bb9eff77a12eee/8712188728077030009,http://lorempixel.com/400/200/nightlife/4
1,11,1073742365,Ban Mai Xanh,Ban Mai Xanh,http://10.30.65.100:8087/4bbf1ab612f2fbaca2e3/4291373262447643047,http://lorempixel.com/400/200/nightlife/5
1,30,1073742366,Đôi Mắt Em,Ban Mai Xanh,http://10.30.65.100:8087/9d74cf7dc7392e677728/6067133018405198271,http://lorempixel.com/400/200/nightlife/6
1,13,1073742367,Dù Anh Không Đến,Ban Mai Xanh,http://10.30.65.100:8087/79d82ad12295cbcb9284/2448367742781914712,http://lorempixel.com/400/200/nightlife/7
1,6,1073742368,Giấc Mơ Trưa,Ban Mai Xanh,http://10.30.65.100:8087/67040bd4919078ce2181/5355326963703774540,http://lorempixel.com/400/200/nightlife/8
2,6,1073742368,Giấc Mơ Trưa,Ban Mai Xanh,http://10.30.65.100:8087/67040bd4919078ce2181/5355326963703774540,http://lorempixel.com/400/200/nightlife/9
1,8,1073742369,Khúc Ru,Ban Mai Xanh,http://10.30.65.100:8087/11b145b84dfca4a2fded/4836209110782036198,http://lorempixel.com/400/200/nightlife/10
2,8,1073742369,Khúc Ru,Ban Mai Xanh,http://10.30.65.100:8087/11b145b84dfca4a2fded/4836209110782036198,http://lorempixel.com/400/200/nightlife/1
1,2,1073742370,Mùa Cây Trổ Lá,Ban Mai Xanh,http://10.30.65.100:8087/3ace6fc767838eddd792/5947210200278299239,http://lorempixel.com/400/200/nightlife/2
2,2,1073742370,Mùa Cây Trổ Lá,Ban Mai Xanh,http://10.30.65.100:8087/3ace6fc767838eddd792/5947210200278299239,http://lorempixel.com/400/200/nightlife/3
1,20,1073742371,Ngày Không Mưa,Ban Mai Xanh,http://10.30.65.100:8087/824ad443dc0735596c16/8881036441948885714,http://lorempixel.com/400/200/nightlife/4
1,4,1073742507,Khi Giấc Mơ Về,Dấu Chân Của Biển,http://10.30.65.100:8087/c385c2f9cbbd22e37bac/3079224668823297001,http://lorempixel.com/400/200/nightlife/5
1,15,1073742710,Baby Let Me Go,Baby Let Me Go,http://10.30.65.100:8087/5fecb29fbbdb52850bca/1251068118324657100,http://lorempixel.com/400/200/nightlife/6
1,28,1073742711,Giấc Mơ Tình Yêu,Baby Let Me Go,http://10.30.65.100:8087/5730bb43b2075b590216/2699929244055804556,http://lorempixel.com/400/200/nightlife/7
1,16,1073742717,Lời Nói Ngọt Ngào,Baby Let Me Go,http://10.30.65.100:8087/ec1e0e6d0729ee77b738/343657394431557199,http://lorempixel.com/400/200/nightlife/8
1,4,1073742719,Nếu Như,Baby Let Me Go,http://10.30.65.100:8087/daca3eb937fddea387ec/3218590377885917592,http://lorempixel.com/400/200/nightlife/9
1,1,1073742722,Một Ngày Mùa Đông,Baby Let Me Go,http://10.30.65.100:8087/0b0cd27fdb3b32656b2a/4677630475010644661,http://lorempixel.com/400/200/nightlife/10
1,19,1073742724,Tình Yêu Câm Nín,Baby Let Me Go,http://10.30.65.100:8087/1ebbc5c8cc8c25d27c9d/5035834082471416810,http://lorempixel.com/400/200/nightlife/1
1,7,1073742728,Yêu Trong Đợi Chờ,Baby Let Me Go,http://10.30.65.100:8087/a8b277c17e8597dbce94/6355578426747793246,http://lorempixel.com/400/200/nightlife/2
1,7,1073742731,Yêu Trong Đợi Chờ ( Remix ),Baby Let Me Go,http://10.30.65.100:8087/251df56efc2a15744c3b/2010608437713776391,http://lorempixel.com/400/200/nightlife/3
1,1,1073742766,Chút Tàn Phai,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/285f7f5677129e4cc703/1774100921494158198,http://lorempixel.com/400/200/nightlife/4
1,20,1073742781,Mơ Một Lần Thôi,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/33cb7bc273869ad8c397/1544069419344139118,http://lorempixel.com/400/200/nightlife/5
1,21,1073742783,Một Ngày Vắng Em,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/35f17cf874bc9de2c4ad/5968112558211475766,http://lorempixel.com/400/200/nightlife/6
1,22,1073742789,Mùa Đông Sắp Đến,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/b822f22bfa6f13314a7e/1336004267808029229,http://lorempixel.com/400/200/nightlife/7
1,23,1073742797,Thiên Sứ Tình Yêu,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/71be40b348f7a1a9f8e6/5426007323454639034,http://lorempixel.com/400/200/nightlife/8
1,24,1073742798,Vài Lần Đón Đưa,Cơn Đau Cuối Cùng,http://10.30.65.100:8087/6ed022d92a9dc3c39a8c/5254410466084704629,http://lorempixel.com/400/200/nightlife/9
1,25,1073742822,Buồn Ơi Chào Mi,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/414b9a4c0108e856b119/8071617175574518018,http://lorempixel.com/400/200/nightlife/10
1,19,1073742827,Cho Em Ngày Gió Xanh,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/f03ae6907cd4958accc5/1773910858251492031,http://lorempixel.com/400/200/nightlife/1
1,19,1073742828,Em Về Tinh Khôi,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/32b95c13c6572f097646/1254962867568980686,http://lorempixel.com/400/200/nightlife/2
1,26,1073742832,Tôi Ru Em Ngủ,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/ccfeba542010c94e9001/6860818197584346202,http://lorempixel.com/400/200/nightlife/3
1,26,1073742833,Mưa Hồng,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/a051d2fb48bfa1e1f8ae/1735175498863431884,http://lorempixel.com/400/200/nightlife/4
1,14,1073742839,Tựa Dòng Sông,Dạ Khúc Dương Cầm,http://10.30.65.100:8087/ed2b4181dbc5329b6bd4/7933724106205275973,http://lorempixel.com/400/200/nightlife/5
1,10,1073742847,Đợi Em Về,Lê Hiếu Vol 2,http://10.30.65.100:8087/f795ede6e4a20dfc54b3/723732478462545417,http://lorempixel.com/400/200/nightlife/6
1,1,1073742848,Anh Chưa Dám Nói,Lê Hiếu Vol 2,http://10.30.65.100:8087/a20fef06e7420e1c5753/6588068325999639150,http://lorempixel.com/400/200/nightlife/7
1,16,1073742849,Hãy Đến Bên Anh,Lê Hiếu Vol 2,http://10.30.65.100:8087/4933073a0f7ee620bf6f/3653629642951082399,http://lorempixel.com/400/200/nightlife/8
1,23,1073742850,Em Đến Thăm Anh Một Chiều Mưa,Lê Hiếu Vol 2,http://10.30.65.100:8087/0a0e45074d43a41dfd52/7915682604151917344,http://lorempixel.com/400/200/nightlife/9
1,29,1073742888,Mong Manh,Lê Hiếu Vol 2,http://10.30.65.100:8087/f4e5b4ecbca855f60cb9/5718622932150517782,http://lorempixel.com/400/200/nightlife/10
